File name	Line	Function	Duration[ms]	Explored nodes
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\ManoMotion ARFoundation\Scripts\InputManagerArFoundation.cs	59	_InputManagerArFoundation.InitializeInputParameters$$	0	11
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\ManoMotion ARFoundation\Scripts\InputManagerArFoundation.cs	90	_InputManagerArFoundation.HandleOrientationChanged$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\ManoMotion ARFoundation\Scripts\InputManagerArFoundation.cs	134	_InputManagerArFoundation.ResizeInputRenderTexture$int.int$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\ManoMotion ARFoundation\Scripts\InputManagerArFoundation.cs	149	_InputManagerArFoundation.ResizeCurrentFrameTexture$int.int$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\ManoMotion ARFoundation\Scripts\InputManagerArFoundation.cs	170	_InputManagerArFoundation.LateUpdate$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\ManoMotion ARFoundation\Scripts\InputManagerArFoundation.cs	215	_InputManagerArFoundation.OnApplicationFocus$bool$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\ManoMotion ARFoundation\Scripts\InputManagerArFoundation.cs	224	_InputManagerArFoundation.OnApplicationPause$bool$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\InputManagerBaseClass.cs	14	_InputManagerBaseClass.ResizeCurrentFrameTexture$int.int$	0	2
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\InputManagerBaseClass.cs	24	_InputManagerBaseClass.ForceApplicationPermissions$$	0	23
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\InputManagerBaseClass.cs	48	_InputManagerBaseClass.StoragePermisionCheck$$	0	11
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\InputManagerBaseClass.cs	62	_InputManagerBaseClass.UpdateFrame$T$$T$	0	2
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\InputManagerBaseClass.cs	63	_InputManagerBaseClass.UpdateFrame$$	0	2
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\InputManagerPhoneCamera.cs	22	_InputManagerPhoneCamera.Awake$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\InputManagerPhoneCamera.cs	28	_InputManagerPhoneCamera.Start$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\InputManagerPhoneCamera.cs	36	_InputManagerPhoneCamera.InitializeInputParameters$$	0	11
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\InputManagerPhoneCamera.cs	58	_InputManagerPhoneCamera.InitializeManoMotionFrame$$	0	14
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\InputManagerPhoneCamera.cs	91	_InputManagerPhoneCamera.GetCameraFrameInformation$$	0	11
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\InputManagerPhoneCamera.cs	125	_InputManagerPhoneCamera.ResizeManoMotionFrameResolution$int.int$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\InputManagerPhoneCamera.cs	141	_InputManagerPhoneCamera.Update$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\InputManagerPhoneCamera.cs	147	_InputManagerPhoneCamera.OnEnable$$	0	8
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\InputManagerPhoneCamera.cs	177	_InputManagerPhoneCamera.OnApplicationFocus$bool$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\InputManagerPhoneCamera.cs	187	_InputManagerPhoneCamera.OnApplicationPause$bool$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\InstructionVisualization.cs	7	_InstructionVisualization.Start$$	0	2
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\InstructionVisualization.cs	12	_InstructionVisualization.Update$$	0	2
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\Instruction.cs	22	_Instruction.GetAllStepInstructions$$	0	2
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\Instruction.cs	31	_Instruction.GetStepInstructions$int$	0	2
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\Instruction.cs	40	_Instruction.GetInstructionCanvasText$$	0	2
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\Instruction.cs	48	_Instruction.GetInstructionCardText$$	0	2
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\Instruction.cs	56	_Instruction.GetInstructionID$$	0	2
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\Instruction.cs	64	_Instruction.GetInstructionCardTitle$$	0	2
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\Instruction.cs	73	_Instruction.HasBeenSeen$$	0	2
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\Instruction.cs	81	_Instruction.DeclareInstructionSeen$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\Instruction.cs	88	_Instruction.DeclareInstructionNotSeen$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\Instruction.cs	96	_Instruction.SetInstructionAsPerformed$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\Instruction.cs	103	_Instruction.ProgressWithInstructionStep$$	0	2
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\Instruction.cs	110	_Instruction.InstructionBehavior$$	0	2
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\Instruction.cs	117	_Instruction.GuideHowTo$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\Instruction.cs	126	_Instruction.StopResponding$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Util Tools\ManoEvents.cs	29	_ManoEvents.Awake$$	0	6
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Util Tools\ManoEvents.cs	42	_ManoEvents.Update$$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Util Tools\ManoEvents.cs	108	_ManoEvents.DisplayLogMessage$string$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\ManomotionManager.cs	84	_ManomotionManager.StopProcessing$$	0	2
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\ManomotionManager.cs	91	_ManomotionManager.SetResolution$int.int$	0	2
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\ManomotionManager.cs	99	_ManomotionManager.SetFrameArray$UnityEngine.Color32$$$	0	2
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\ManomotionManager.cs	226	_ManomotionManager.Awake$$	0	6
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\ManomotionManager.cs	246	_ManomotionManager.HandleAddOnSet$AddOn$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\ManomotionManager.cs	272	_ManomotionManager.SetManoMotionSettings$ImageFormat.string$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\ManomotionManager.cs	288	_ManomotionManager.InstantiateSession$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\ManomotionManager.cs	300	_ManomotionManager.InstantiateHandInfos$$	14	403
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\ManomotionManager.cs	344	_ManomotionManager.SetUnityConditions$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\ManomotionManager.cs	358	_ManomotionManager.HandleManoMotionFrameResized$ManoMotionFrame$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\ManomotionManager.cs	367	_ManomotionManager.HandleManoMotionFrameInitialized$ManoMotionFrame$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\ManomotionManager.cs	378	_ManomotionManager.SetResolutionValues$int.int$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\ManomotionManager.cs	394	_ManomotionManager.InstantiateVisualisationInfo$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\ManomotionManager.cs	404	_ManomotionManager.HandleNewFrame$ManoMotionFrame$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\ManomotionManager.cs	432	_ManomotionManager.UpdateTexturesWithNewInfo$$	0	11
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\ManomotionManager.cs	465	_ManomotionManager.ShouldCalculatePOI$bool$	0	6
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\ManomotionManager.cs	481	_ManomotionManager.SetManoMotionSmoothingValue$UnityEngine.UI.Slider$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\ManomotionManager.cs	490	_ManomotionManager.SetManoMotionGestureSmoothingValue$UnityEngine.UI.Slider$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\ManomotionManager.cs	499	_ManomotionManager.Update$$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\ManomotionManager.cs	510	_ManomotionManager.HandleOrientationChanged$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\ManomotionManager.cs	544	_ManomotionManager.CalculateFPSAndProcessingTime$$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\ManomotionManager.cs	560	_ManomotionManager.CalculateProcessingTime$$	23	505
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\ManomotionManager.cs	582	_ManomotionManager.ProcessFrame$$	0	2
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Data Structure\ManomotionManager.cs	593	_ManomotionManager.Init$string$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\ManomotionUIManagment.cs	13	_ManomotionUIManagment.Awake$$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\ManomotionUIManagment.cs	26	_ManomotionUIManagment.DisplayInformationAfterManoMotionProcessFrame$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\ManomotionUIManagment.cs	36	_ManomotionUIManagment.ToggleUIElement$UnityEngine.GameObject$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\ManomotionUIManagment.cs	44	_ManomotionUIManagment.UpdateFPSText$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\ManomotionUIManagment.cs	52	_ManomotionUIManagment.UpdateProcessingTime$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\ManomotionUIManagment.cs	60	_ManomotionUIManagment.ToggleShowLicenseInfo$$	20	661
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\ManomotionUIManagment.cs	86	_ManomotionUIManagment.HandleManoMotionManagerInitialized$$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Util Tools\ManoUtils.cs	29	_ManoUtils.Awake$$	0	11
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Util Tools\ManoUtils.cs	46	_ManoUtils.CalculateNewPosition$UnityEngine.Vector3.float$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Util Tools\ManoUtils.cs	65	_ManoUtils.AjustBorders$UnityEngine.MeshRenderer.Session$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Util Tools\ManoUtils.cs	191	_ManoUtils.Start$$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Util Tools\ManoUtils.cs	200	_ManoUtils.Update$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Util Tools\ManoUtils.cs	229	_ManoUtils.VectorAbs$UnityEngine.Vector3$	0	2
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\ManoVisualization\ManoVisualization.cs	72	_ManoVisualization.InstantiateManomotionMeshes$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\ManoVisualization\ManoVisualization.cs	85	_ManoVisualization.CreateBoundingBoxes$$	11	403
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\ManoVisualization\ManoVisualization.cs	103	_ManoVisualization.Start$$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\ManoVisualization\ManoVisualization.cs	118	_ManoVisualization.SetHandsSupportedByLicence$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\ManoVisualization\ManoVisualization.cs	127	_ManoVisualization.DisplayInformationAfterManoMotionProcessFrame$$	34	653
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\ManoVisualization\ManoVisualization.cs	178	_ManoVisualization.ShowBackground$UnityEngine.Texture2D.UnityEngine.MeshRenderer$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\ManoVisualization\ManoVisualization.cs	194	_ManoVisualization.ToggleObjectVisibility$UnityEngine.GameObject$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\MenuButton.cs	30	_MenuButton.Start$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\MenuButton.cs	41	_MenuButton.ToggleIconsMenu$$	0	8
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\MenuButton.cs	60	_MenuButton.CloseMenuAndShowManoMotionCanvas$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\MenuButton.cs	71	_MenuButton.CloseMenu$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Scripts\Models\ModulatorScript.cs	32	_ModulatorScript.Start$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Scripts\Models\ModulatorScript.cs	57	_ModulatorScript.Update$$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Scripts\Models\ModulatorScript.cs	101	_ModulatorScript.GetPitch$int$	0	2
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Scripts\Models\ModulatorScript.cs	133	_ModulatorScript.RoundToMidiMsgRange$int$	0	6
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Scripts\Models\ModulatorScript.cs	143	_ModulatorScript.GetModPosInCoord$$	0	2
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Scripts\Models\ModulatorScript.cs	157	_ModulatorScript.MoveMod$$	0	81
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Scripts\Models\ModulatorScript.cs	186	_ModulatorScript.OnTriggerEnter$UnityEngine.Collider$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Scripts\Models\ModulatorScript.cs	191	_ModulatorScript.OnTriggerStay$UnityEngine.Collider$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Scripts\Models\ModulatorScript.cs	216	_ModulatorScript.OnTriggerExit$UnityEngine.Collider$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Midi\PluginWrapper.cs	12	_PluginWrapper.Start$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Midi\PluginWrapper.cs	20	_PluginWrapper.GetContext$$	0	2
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Midi\PluginWrapper.cs	25	_PluginWrapper.SendPlayMsg$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Midi\PluginWrapper.cs	30	_PluginWrapper.SendNoteOn$int.int.int$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Midi\PluginWrapper.cs	35	_PluginWrapper.SendNoteOff$int.int$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Midi\PluginWrapper.cs	41	_PluginWrapper.SendCcMsg$int.int.int$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Midi\PluginWrapper.cs	46	_PluginWrapper.RouteAxis$int$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\PrivacyPolicyDisclaimair.cs	29	_ManoMotion.TermsAndServices.PrivacyPolicyDisclaimair.InitializeUsageDisclaimer$$	0	13
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\PrivacyPolicyDisclaimair.cs	51	_ManoMotion.TermsAndServices.PrivacyPolicyDisclaimair.RetrievePrivacyHistory$$	0	9
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\PrivacyPolicyDisclaimair.cs	78	_ManoMotion.TermsAndServices.PrivacyPolicyDisclaimair.NavigateToPrivacyPolicy$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\PrivacyPolicyDisclaimair.cs	87	_ManoMotion.TermsAndServices.PrivacyPolicyDisclaimair.ApprovePrivacyPolicy$$	0	6
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\PrivacyPolicyDisclaimair.cs	106	_ManoMotion.TermsAndServices.PrivacyPolicyDisclaimair.ClosePrivacyPolicy$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\PrivacyPolicyDisclaimair.cs	114	_ManoMotion.TermsAndServices.PrivacyPolicyDisclaimair.OpenPrivacyPolicy$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Scripts\Ui\ResetEverythingScript.cs	10	_ResetEverythingScript.ResetEverything$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Scripts\Ui\ResetModulatorPositionScript.cs	9	_ResetModulatorPositionScript.ResetModulatorPosition$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	131	_ManoMotion.RunTime.RunTimeApplication.HideApplicationComponents$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	142	_ManoMotion.RunTime.RunTimeApplication.SetMenuIconVisibility$$	0	6
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	159	_ManoMotion.RunTime.RunTimeApplication.ShouldShowBackground$bool$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	172	_ManoMotion.RunTime.RunTimeApplication.ShouldShowBoundingBox$bool$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	185	_ManoMotion.RunTime.RunTimeApplication.ShouldShowCursor$bool$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	198	_ManoMotion.RunTime.RunTimeApplication.ShouldShowPick$bool$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	211	_ManoMotion.RunTime.RunTimeApplication.ShouldShowDrop$bool$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	224	_ManoMotion.RunTime.RunTimeApplication.ShouldShowClick$bool$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	237	_ManoMotion.RunTime.RunTimeApplication.ShouldShowGrab$bool$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	250	_ManoMotion.RunTime.RunTimeApplication.ShouldShowRelease$bool$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	263	_ManoMotion.RunTime.RunTimeApplication.ShouldShowHandSide$bool$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	276	_ManoMotion.RunTime.RunTimeApplication.ShouldShowManoclass$bool$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	289	_ManoMotion.RunTime.RunTimeApplication.ShouldShowContinousGesture$bool$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	302	_ManoMotion.RunTime.RunTimeApplication.ShouldShowWarnings$bool$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	315	_ManoMotion.RunTime.RunTimeApplication.ShouldShowHandStates$bool$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	328	_ManoMotion.RunTime.RunTimeApplication.ShouldShowSmoothingSlider$bool$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	341	_ManoMotion.RunTime.RunTimeApplication.ShouldShowDepth$bool$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	354	_ManoMotion.RunTime.RunTimeApplication.ShouldShowPoi$bool$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	367	_ManoMotion.RunTime.RunTimeApplication.ShouldEnableDisplayScripts$bool$	11	403
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	378	_ManoMotion.RunTime.RunTimeApplication.StartMainApplicationWithDefaultSettings$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	390	_ManoMotion.RunTime.RunTimeApplication.DisableManoMotionGizmos$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\RunTimeApplication.cs	407	_ManoMotion.RunTime.RunTimeApplication.SaveDefalutFeaturesToDisplay$$	124	2936
